perturbation	group	grit	cell_line	barcode_control	cor_method	grit_replicate_summary_method
EGLN1-8	EGLN1	0.7675678346502783	A549	perturbation_control	spearman	median
EGLN1-9	EGLN1	0.673668155208814	A549	perturbation_control	spearman	median
EMPTY	EMPTY		A549	perturbation_control	spearman	median
ERBB2-1	ERBB2	1.570017755585225	A549	perturbation_control	spearman	median
ERBB2-2	ERBB2	1.6725485076259154	A549	perturbation_control	spearman	median
ERBB3-1	ERBB3	1.144674942365665	A549	perturbation_control	spearman	median
ERBB3-2	ERBB3	1.070668812052117	A549	perturbation_control	spearman	median
EZH2-1	EZH2	1.4579761227063692	A549	perturbation_control	spearman	median
EZH2-2	EZH2	1.3963802823712559	A549	perturbation_control	spearman	median
GLS-1	GLS	0.7763720660107551	A549	perturbation_control	spearman	median
GLS-2	GLS	0.5466092197231489	A549	perturbation_control	spearman	median
GPX4-1	GPX4	0.7715833948047272	A549	perturbation_control	spearman	median
GPX4-2	GPX4	0.9212085117545268	A549	perturbation_control	spearman	median
HIF1a-1	HIF1a	-0.18411798118126227	A549	perturbation_control	spearman	median
HIF1a-2	HIF1a	-0.16383285349233956	A549	perturbation_control	spearman	median
ITGAV-1	ITGAV	3.2514892691031987	A549	perturbation_control	spearman	median
ITGAV-2	ITGAV	3.3105223257782157	A549	perturbation_control	spearman	median
JAK3-1	JAK3	0.03205007605668361	A549	perturbation_control	spearman	median
JAK3-2	JAK3	0.061539793719986635	A549	perturbation_control	spearman	median
KIF11-1	KIF11	1.7830549977600851	A549	perturbation_control	spearman	median
KIF11-2	KIF11	1.8672238080863848	A549	perturbation_control	spearman	median
KRAS-1	KRAS	0.9942600202159031	A549	perturbation_control	spearman	median
KRAS-2A	KRAS	0.8890191839260653	A549	perturbation_control	spearman	median
KRAS-2B	KRAS	-0.04173441604351747	A549	perturbation_control	spearman	median
LacZ-2	LacZ	0.2871760227337552	A549	perturbation_control	spearman	median
LacZ-3	LacZ	0.29059778419582977	A549	perturbation_control	spearman	median
Luc-1	Luc	0.6613438411912198	A549	perturbation_control	spearman	median
Luc-2	Luc	0.7303861293498942	A549	perturbation_control	spearman	median
MAPK1-1	MAPK1	0.6250440332080307	A549	perturbation_control	spearman	median
MAPK1-2	MAPK1	0.5299780614302811	A549	perturbation_control	spearman	median
MCL1-2	MCL1	-0.18741084164136884	A549	perturbation_control	spearman	median
MCL1-5	MCL1	-0.19921229542645186	A549	perturbation_control	spearman	median
MTOR-1	MTOR	1.4749462116028416	A549	perturbation_control	spearman	median
MTOR-2	MTOR	1.5258681969471999	A549	perturbation_control	spearman	median
MYC-1	MYC	2.3343175491366015	A549	perturbation_control	spearman	median
MYC-2	MYC	2.089680672004302	A549	perturbation_control	spearman	median
ORC4-1	ORC4	0.2912558475902691	A549	perturbation_control	spearman	median
ORC4-2	ORC4	0.2846037992925805	A549	perturbation_control	spearman	median
PIK3CA-1	PIK3CA	1.1534758995023058	A549	perturbation_control	spearman	median
PIK3CA-2	PIK3CA	1.4184643197611804	A549	perturbation_control	spearman	median
POLR2D-1	POLR2D	1.8474841073871455	A549	perturbation_control	spearman	median
POLR2D-2	POLR2D	1.8572389132082114	A549	perturbation_control	spearman	median
PPIB-1	PPIB	-0.178916094583864	A549	perturbation_control	spearman	median
PPIB-2	PPIB	-0.15953901562421868	A549	perturbation_control	spearman	median
PRDX1-1	PRDX1	0.5028296014866027	A549	perturbation_control	spearman	median
PRDX1-2	PRDX1	0.46785160988683	A549	perturbation_control	spearman	median
PSMA1-1	PSMA1	1.8590927890541535	A549	perturbation_control	spearman	median
PSMA1-2	PSMA1	1.7383086610811769	A549	perturbation_control	spearman	median
PTK2-1	PTK2	2.165922119721083	A549	perturbation_control	spearman	median
PTK2-2	PTK2	2.532384472758583	A549	perturbation_control	spearman	median
RAC1-1	RAC1	0.2891619065072729	A549	perturbation_control	spearman	median
RAC1-2	RAC1	0.26293613815744465	A549	perturbation_control	spearman	median
RAF1-1	RAF1	0.7912687397389504	A549	perturbation_control	spearman	median
RAF1-2	RAF1	0.7215398471440329	A549	perturbation_control	spearman	median
RHOA-1	RHOA	0.9950609461686808	A549	perturbation_control	spearman	median
RHOA-2	RHOA	0.8906235055295235	A549	perturbation_control	spearman	median
SDHB-1	SDHB	0.6862317935664471	A549	perturbation_control	spearman	median
SDHB-2	SDHB	0.6771228112115245	A549	perturbation_control	spearman	median
SLC2A1-1	SLC2A1		A549	perturbation_control	spearman	median
SLC2A2-2	SLC2A2		A549	perturbation_control	spearman	median
SMARCB1-1	SMARCB1	0.0038187036945046353	A549	perturbation_control	spearman	median
SMARCB1-2	SMARCB1	0.02274502691935914	A549	perturbation_control	spearman	median
STAT3-1	STAT3	0.6162434144482556	A549	perturbation_control	spearman	median
STAT3-2	STAT3	0.6238533126922563	A549	perturbation_control	spearman	median
SUZ12-1	SUZ12	1.7229721580511	A549	perturbation_control	spearman	median
SUZ12-2	SUZ12	1.5903588554352202	A549	perturbation_control	spearman	median
TXN-1	TXN	1.1850834208916003	A549	perturbation_control	spearman	median
TXN-2	TXN	1.2419693596758317	A549	perturbation_control	spearman	median
XBP-1	XBP	1.5660973823304087	A549	perturbation_control	spearman	median
XBP-2	XBP	1.4697763081244382	A549	perturbation_control	spearman	median
YAP1-1	YAP1	0.49100532142502196	A549	perturbation_control	spearman	median
YAP1-2	YAP1	0.4780243430052416	A549	perturbation_control	spearman	median
AKT1-1	AKT1	-0.05250060151567232	ES2	cutting_control	pearson	mean
AKT1-2	AKT1	0.2725548646635279	ES2	cutting_control	pearson	mean
ARID1B-1	ARID1B	0.32033458583149277	ES2	cutting_control	pearson	mean
ARID1B-2	ARID1B	0.4941318841335878	ES2	cutting_control	pearson	mean
ATF4-1	ATF4	0.7786996843258346	ES2	cutting_control	pearson	mean
ATF4-2	ATF4	0.8196721066130723	ES2	cutting_control	pearson	mean
ATP50-1	ATP50	0.23544864226876802	ES2	cutting_control	pearson	mean
ATP50-2	ATP50	0.019050709007809183	ES2	cutting_control	pearson	mean
AURKB-2	AURKB		ES2	cutting_control	pearson	mean
BCL2-1	BCL2	-0.18422863956430008	ES2	cutting_control	pearson	mean
BCL2-2	BCL2	0.014403848699976343	ES2	cutting_control	pearson	mean
BCL2L2-1	BCL2L2	-0.1367088565146125	ES2	cutting_control	pearson	mean
BCL2L2-2	BCL2L2	-0.11923537640006573	ES2	cutting_control	pearson	mean
BCL2L2-4	BCL2L2	-0.021880052251680254	ES2	cutting_control	pearson	mean
BRAF-2	BRAF		ES2	cutting_control	pearson	mean
BRAF1-1	BRAF1		ES2	cutting_control	pearson	mean
BRCA1-1	BRCA1	0.01281068165054388	ES2	cutting_control	pearson	mean
BRCA1-2	BRCA1	0.35503838398584137	ES2	cutting_control	pearson	mean
BRD4-1	BRD4	1.1360151121120445	ES2	cutting_control	pearson	mean
BRD4-2	BRD4	1.163229105659524	ES2	cutting_control	pearson	mean
CCND1-1	CCND1	2.5181060209494084	ES2	cutting_control	pearson	mean
CCND1-2	CCND1	3.2547567054256263	ES2	cutting_control	pearson	mean
CCNE1-1	CCNE1	0.9072159547936772	ES2	cutting_control	pearson	mean
CCNE1-2	CCNE1	0.8557883165294834	ES2	cutting_control	pearson	mean
CDK2-1	CDK2	2.0750478875860443	ES2	cutting_control	pearson	mean
CDK2-2	CDK2	2.1601471078071084	ES2	cutting_control	pearson	mean
CDK4-1	CDK4	3.2434266026164713	ES2	cutting_control	pearson	mean
CDK4-2	CDK4	2.975665127987892	ES2	cutting_control	pearson	mean
CDK4-3	CDK4	2.83200622596	ES2	cutting_control	pearson	mean
CHEK2-1	CHEK2	0.8475955560782662	ES2	cutting_control	pearson	mean
CHEK2-2	CHEK2	0.532794528120035	ES2	cutting_control	pearson	mean
COX5B-1	COX5B	-0.02323228409156566	ES2	cutting_control	pearson	mean
COX5B-2	COX5B	0.045208051113350245	ES2	cutting_control	pearson	mean
CSNK1A1-1	CSNK1A1	0.9841023910992178	ES2	cutting_control	pearson	mean
CSNK1A1-2	CSNK1A1	0.9026933875599806	ES2	cutting_control	pearson	mean
CTNNB1-1	CTNNB1	0.8278143657261371	ES2	cutting_control	pearson	mean
CTNNB1-2	CTNNB1	0.8132192301696347	ES2	cutting_control	pearson	mean
Chr2-1	Chr2	0.010876792756328942	ES2	cutting_control	pearson	mean
Chr2-2	Chr2	0.05461481808691819	ES2	cutting_control	pearson	mean
Chr2-3	Chr2	0.05635868677005281	ES2	cutting_control	pearson	mean
Chr2-4	Chr2	0.049833031565921004	ES2	cutting_control	pearson	mean
Chr2-5	Chr2	0.0827075057680678	ES2	cutting_control	pearson	mean
Chr2-6	Chr2	0.05023859433081268	ES2	cutting_control	pearson	mean
DOT1L-1	DOT1L	0.8676491189768216	ES2	cutting_control	pearson	mean
DOT1L-2	DOT1L	0.9776090374843677	ES2	cutting_control	pearson	mean
EGFR-1	EGFR	0.7714274667439136	ES2	cutting_control	pearson	mean
EGFR-2	EGFR	0.8921023136000943	ES2	cutting_control	pearson	mean
EGLN1-8	EGLN1	2.3052193434988575	ES2	cutting_control	pearson	mean
EGLN1-9	EGLN1	1.8650708137450112	ES2	cutting_control	pearson	mean
EMPTY	EMPTY		ES2	cutting_control	pearson	mean
ERBB2-1	ERBB2	1.037922444439191	ES2	cutting_control	pearson	mean
ERBB2-2	ERBB2	0.857112877434804	ES2	cutting_control	pearson	mean
ERBB3-1	ERBB3	0.44851878836214826	ES2	cutting_control	pearson	mean
ERBB3-2	ERBB3	0.3445586219569097	ES2	cutting_control	pearson	mean
EZH2-1	EZH2	1.4420412199996435	ES2	cutting_control	pearson	mean
EZH2-2	EZH2	1.5614321803865365	ES2	cutting_control	pearson	mean
GLS-1	GLS	0.7305634921061042	ES2	cutting_control	pearson	mean
GLS-2	GLS	0.722483377571645	ES2	cutting_control	pearson	mean
GPX4-1	GPX4	2.8433104839846672	ES2	cutting_control	pearson	mean
GPX4-2	GPX4	2.5984901492847423	ES2	cutting_control	pearson	mean
HIF1a-1	HIF1a	0.8156027468610889	ES2	cutting_control	pearson	mean
HIF1a-2	HIF1a	0.9086216676018073	ES2	cutting_control	pearson	mean
ITGAV-1	ITGAV	2.3406655804599397	ES2	cutting_control	pearson	mean
ITGAV-2	ITGAV	2.5555470261192634	ES2	cutting_control	pearson	mean
JAK3-1	JAK3	-0.06943357193494341	ES2	cutting_control	pearson	mean
JAK3-2	JAK3	-0.03517416619747456	ES2	cutting_control	pearson	mean
KIF11-1	KIF11	1.3833870363746534	ES2	cutting_control	pearson	mean
KIF11-2	KIF11	1.6930967506275125	ES2	cutting_control	pearson	mean
KRAS-1	KRAS	0.2727345149692374	ES2	cutting_control	pearson	mean
KRAS-2A	KRAS	0.13517051436408695	ES2	cutting_control	pearson	mean
KRAS-2B	KRAS	0.10519702869243303	ES2	cutting_control	pearson	mean
LacZ-2	LacZ	-0.17258346890897025	ES2	cutting_control	pearson	mean
LacZ-3	LacZ	0.06178739322287065	ES2	cutting_control	pearson	mean
Luc-1	Luc	0.21846212329718462	ES2	cutting_control	pearson	mean
Luc-2	Luc	0.3657149287562144	ES2	cutting_control	pearson	mean
MAPK1-1	MAPK1	3.198469030647442	ES2	cutting_control	pearson	mean
MAPK1-2	MAPK1	3.1437391398465806	ES2	cutting_control	pearson	mean
MCL1-2	MCL1	0.19699920179521302	ES2	cutting_control	pearson	mean
MCL1-5	MCL1	0.3446658148920092	ES2	cutting_control	pearson	mean
MTOR-1	MTOR	1.3113759411675963	ES2	cutting_control	pearson	mean
MTOR-2	MTOR	1.5356952235906995	ES2	cutting_control	pearson	mean
MYC-1	MYC	3.4585907924491552	ES2	cutting_control	pearson	mean
MYC-2	MYC	3.2641845057243577	ES2	cutting_control	pearson	mean
ORC4-1	ORC4	0.07137981938603373	ES2	cutting_control	pearson	mean
ORC4-2	ORC4	0.03873101413142824	ES2	cutting_control	pearson	mean
PIK3CA-1	PIK3CA	0.5611285866642381	ES2	cutting_control	pearson	mean
PIK3CA-2	PIK3CA	0.5302697413112167	ES2	cutting_control	pearson	mean
POLR2D-1	POLR2D	2.2980513319213296	ES2	cutting_control	pearson	mean
POLR2D-2	POLR2D	2.1774488291181058	ES2	cutting_control	pearson	mean
PPIB-1	PPIB	-0.0899163830137161	ES2	cutting_control	pearson	mean
PPIB-2	PPIB	0.0612594679335882	ES2	cutting_control	pearson	mean
PRDX1-1	PRDX1	0.315541913006885	ES2	cutting_control	pearson	mean
PRDX1-2	PRDX1	0.32719075196360914	ES2	cutting_control	pearson	mean
PSMA1-1	PSMA1	2.330630885211847	ES2	cutting_control	pearson	mean
PSMA1-2	PSMA1	2.530845650685954	ES2	cutting_control	pearson	mean
PTK2-1	PTK2	1.4097601219148406	ES2	cutting_control	pearson	mean
PTK2-2	PTK2	1.3968145547400042	ES2	cutting_control	pearson	mean
RAC1-1	RAC1	0.40836664729548694	ES2	cutting_control	pearson	mean
RAC1-2	RAC1	0.5564537692275411	ES2	cutting_control	pearson	mean
RAF1-1	RAF1	0.6433625587937546	ES2	cutting_control	pearson	mean
RAF1-2	RAF1	0.7633274297621682	ES2	cutting_control	pearson	mean
RHOA-1	RHOA	2.272014521342564	ES2	cutting_control	pearson	mean
RHOA-2	RHOA	2.67033919859674	ES2	cutting_control	pearson	mean
SDHB-1	SDHB	1.1493476181032525	ES2	cutting_control	pearson	mean
SDHB-2	SDHB	1.0756740329728087	ES2	cutting_control	pearson	mean
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	mean
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	mean
SMARCB1-1	SMARCB1	0.6899647987229585	ES2	cutting_control	pearson	mean
SMARCB1-2	SMARCB1	0.4145497972605921	ES2	cutting_control	pearson	mean
STAT3-1	STAT3	0.5163322626107889	ES2	cutting_control	pearson	mean
STAT3-2	STAT3	0.44935652286263505	ES2	cutting_control	pearson	mean
SUZ12-1	SUZ12	0.6579227602134656	ES2	cutting_control	pearson	mean
SUZ12-2	SUZ12	0.4831993073957388	ES2	cutting_control	pearson	mean
TXN-1	TXN	0.6865338288669824	ES2	cutting_control	pearson	mean
TXN-2	TXN	0.6565250848426821	ES2	cutting_control	pearson	mean
XBP-1	XBP	1.0046078354191803	ES2	cutting_control	pearson	mean
XBP-2	XBP	1.005388968848567	ES2	cutting_control	pearson	mean
YAP1-1	YAP1	1.9051619764386853	ES2	cutting_control	pearson	mean
YAP1-2	YAP1	1.7588263716738477	ES2	cutting_control	pearson	mean
AKT1-1	AKT1	-0.015994952943391393	ES2	cutting_control	pearson	median
AKT1-2	AKT1	0.30776023681232767	ES2	cutting_control	pearson	median
ARID1B-1	ARID1B	0.4372937531307349	ES2	cutting_control	pearson	median
ARID1B-2	ARID1B	0.6101790617584498	ES2	cutting_control	pearson	median
ATF4-1	ATF4	1.0245989228611037	ES2	cutting_control	pearson	median
ATF4-2	ATF4	1.0432830809358316	ES2	cutting_control	pearson	median
ATP50-1	ATP50	0.37652516109395967	ES2	cutting_control	pearson	median
ATP50-2	ATP50	0.1530780629233456	ES2	cutting_control	pearson	median
AURKB-2	AURKB		ES2	cutting_control	pearson	median
BCL2-1	BCL2	-0.3391340546460758	ES2	cutting_control	pearson	median
BCL2-2	BCL2	-0.18759418883988213	ES2	cutting_control	pearson	median
BCL2L2-1	BCL2L2	-0.050270343516651966	ES2	cutting_control	pearson	median
BCL2L2-2	BCL2L2	-0.13611508035778497	ES2	cutting_control	pearson	median
BCL2L2-4	BCL2L2	-0.08529512977403306	ES2	cutting_control	pearson	median
BRAF-2	BRAF		ES2	cutting_control	pearson	median
BRAF1-1	BRAF1		ES2	cutting_control	pearson	median
BRCA1-1	BRCA1	0.40270503959784276	ES2	cutting_control	pearson	median
BRCA1-2	BRCA1	0.7718390539064736	ES2	cutting_control	pearson	median
BRD4-1	BRD4	1.707521650972081	ES2	cutting_control	pearson	median
BRD4-2	BRD4	1.8218433982782456	ES2	cutting_control	pearson	median
CCND1-1	CCND1	2.5428341252068156	ES2	cutting_control	pearson	median
CCND1-2	CCND1	3.285855329343577	ES2	cutting_control	pearson	median
CCNE1-1	CCNE1	1.1062427590781243	ES2	cutting_control	pearson	median
CCNE1-2	CCNE1	1.0631612157387074	ES2	cutting_control	pearson	median
CDK2-1	CDK2	2.1147725890928584	ES2	cutting_control	pearson	median
CDK2-2	CDK2	2.1993113134836237	ES2	cutting_control	pearson	median
CDK4-1	CDK4	3.784775239757951	ES2	cutting_control	pearson	median
CDK4-2	CDK4	3.5486275081507666	ES2	cutting_control	pearson	median
CDK4-3	CDK4	3.4751535746025173	ES2	cutting_control	pearson	median
CHEK2-1	CHEK2	1.0898967569649312	ES2	cutting_control	pearson	median
CHEK2-2	CHEK2	0.7246433000722554	ES2	cutting_control	pearson	median
COX5B-1	COX5B	-0.14481981982389283	ES2	cutting_control	pearson	median
COX5B-2	COX5B	-0.06482602178419673	ES2	cutting_control	pearson	median
CSNK1A1-1	CSNK1A1	0.9389357104442528	ES2	cutting_control	pearson	median
CSNK1A1-2	CSNK1A1	0.8568594835070542	ES2	cutting_control	pearson	median
CTNNB1-1	CTNNB1	0.7964988829039186	ES2	cutting_control	pearson	median
CTNNB1-2	CTNNB1	0.783423819336424	ES2	cutting_control	pearson	median
Chr2-1	Chr2	0.003794698739098738	ES2	cutting_control	pearson	median
Chr2-2	Chr2	0.039171858001945475	ES2	cutting_control	pearson	median
Chr2-3	Chr2	0.10535476845531383	ES2	cutting_control	pearson	median
Chr2-4	Chr2	0.04760949489974605	ES2	cutting_control	pearson	median
Chr2-5	Chr2	0.10519982792658364	ES2	cutting_control	pearson	median
Chr2-6	Chr2	0.10707635195011667	ES2	cutting_control	pearson	median
DOT1L-1	DOT1L	0.8821951418922076	ES2	cutting_control	pearson	median
DOT1L-2	DOT1L	0.9921800329840398	ES2	cutting_control	pearson	median
EGFR-1	EGFR	0.8074168549794971	ES2	cutting_control	pearson	median
EGFR-2	EGFR	0.9363460535297207	ES2	cutting_control	pearson	median
EGLN1-8	EGLN1	2.4725512540311607	ES2	cutting_control	pearson	median
EGLN1-9	EGLN1	2.0153401729416727	ES2	cutting_control	pearson	median
EMPTY	EMPTY		ES2	cutting_control	pearson	median
ERBB2-1	ERBB2	1.0526057811746714	ES2	cutting_control	pearson	median
ERBB2-2	ERBB2	0.871159482399239	ES2	cutting_control	pearson	median
ERBB3-1	ERBB3	0.4991445175754566	ES2	cutting_control	pearson	median
ERBB3-2	ERBB3	0.3906528790576197	ES2	cutting_control	pearson	median
EZH2-1	EZH2	1.6321730589527421	ES2	cutting_control	pearson	median
EZH2-2	EZH2	1.770267888040136	ES2	cutting_control	pearson	median
GLS-1	GLS	0.717668299165392	ES2	cutting_control	pearson	median
GLS-2	GLS	0.7100909698996782	ES2	cutting_control	pearson	median
GPX4-1	GPX4	3.2421177483708634	ES2	cutting_control	pearson	median
GPX4-2	GPX4	2.965454620041319	ES2	cutting_control	pearson	median
HIF1a-1	HIF1a	0.5194076354072488	ES2	cutting_control	pearson	median
HIF1a-2	HIF1a	0.596832860466893	ES2	cutting_control	pearson	median
ITGAV-1	ITGAV	2.399018140769382	ES2	cutting_control	pearson	median
ITGAV-2	ITGAV	2.6184350784678294	ES2	cutting_control	pearson	median
JAK3-1	JAK3	0.009811032560823614	ES2	cutting_control	pearson	median
JAK3-2	JAK3	0.0404484781624036	ES2	cutting_control	pearson	median
KIF11-1	KIF11	1.467828238481612	ES2	cutting_control	pearson	median
KIF11-2	KIF11	1.8012590359463014	ES2	cutting_control	pearson	median
KRAS-1	KRAS	0.20068002953107023	ES2	cutting_control	pearson	median
KRAS-2A	KRAS	0.06996475061505336	ES2	cutting_control	pearson	median
KRAS-2B	KRAS	0.14774589269228355	ES2	cutting_control	pearson	median
LacZ-2	LacZ	-0.2972076337231887	ES2	cutting_control	pearson	median
LacZ-3	LacZ	-0.04834888444378299	ES2	cutting_control	pearson	median
Luc-1	Luc	0.2451455909146759	ES2	cutting_control	pearson	median
Luc-2	Luc	0.3923822617926564	ES2	cutting_control	pearson	median
MAPK1-1	MAPK1	3.212827212863988	ES2	cutting_control	pearson	median
MAPK1-2	MAPK1	3.157363472802618	ES2	cutting_control	pearson	median
MCL1-2	MCL1	0.24873707800384667	ES2	cutting_control	pearson	median
MCL1-5	MCL1	0.3992087265862061	ES2	cutting_control	pearson	median
MTOR-1	MTOR	1.8234343499903567	ES2	cutting_control	pearson	median
MTOR-2	MTOR	2.082686419359481	ES2	cutting_control	pearson	median
MYC-1	MYC	3.4733049867609624	ES2	cutting_control	pearson	median
MYC-2	MYC	3.2779935407821768	ES2	cutting_control	pearson	median
ORC4-1	ORC4	0.1038475727571562	ES2	cutting_control	pearson	median
ORC4-2	ORC4	0.07281252996813514	ES2	cutting_control	pearson	median
PIK3CA-1	PIK3CA	0.6009244484497279	ES2	cutting_control	pearson	median
