DepMap_ID,stripped_cell_line_name,CCLE_Name,Alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,WTSI_Master_Cell_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-001087,HK2,HK2_KIDNEY,,,Unknown,Academic lab,,,,,,CVCL_0302,kidney,,Engineered,,,,,,engineered_kidney,,,
ACH-001088,HLC1,HLC1_LUNG,HLC-1,,Unknown,,,,,,,CVCL_5529,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-001089,HLE,HLE_LIVER,,907057.0,Male,HSRRB,,,,,,CVCL_1281,liver,,Liver Cancer,Hepatocellular Carcinoma,68,SIDM00064,311.0,,liver,hepatocellular_carcinoma,,
ACH-001090,HN,HN_UPPER_AERODIGESTIVE_TRACT,,907059.0,Male,DSMZ,,,,,,CVCL_1283,lymph_node,Metastasis,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",60,SIDM01061,1060.0,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-001091,HRT18,HRT18_LARGE_INTESTINE,,,Male,,,,,,,CVCL_2514,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,67,SIDM00788,,,colorectal,colorectal_adenocarcinoma,,MSI
ACH-001092,HS571T,HS571T_OVARY,,,Unknown,,,,,,,CVCL_0802,ovary,Primary,Ovarian Cancer,Carcinoma,,,,,ovary,ovary_carcinoma,,
ACH-001093,HS604T,HS604T_FIBROBLAST,,,Male,ATCC,,,,,,CVCL_0816,lymph_node,,Fibroblast,Lymphoma,21,,,,fibroblast,fibroblast_lymphocyte,,
ACH-001094,HTK,HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,ECACC,,,,,,CVCL_2522,haematopoietic_and_lymphoid_tissue,,Myeloma,Multiple Myeloma,,SIDM00805,,,plasma_cell,multiple_myeloma,,
ACH-001096,JR,JR_SOFT_TISSUE,JR-1,,Unknown,Academic lab,2.0,-3.5383790671531137,Adherent,RPMI + 10% FBS,47.6,CVCL_RT33,soft_tissue,,Sarcoma,Rhabdomyosarcoma,,,,,soft_tissue,rhabdomyosarcoma,,
ACH-001097,KARPAS384,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,CVCL_2541,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001098,KCIMOH1,KCIMOH1_PANCREAS,,,Female,DSMZ,,,,,,CVCL_2090,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",64,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-001099,KD,KD_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-3.0396046874109754,not found,not found,39.5,CVCL_U757,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-001100,KHYG,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,"KHYG1, KHYG-1",,Unknown,Academic lab,,,,,,CVCL_2976,haematopoietic_and_lymphoid_tissue,,Lymphoma,,,,,,lymphocyte,lymphoma_unspecified,,
ACH-001101,KLM1,KLM1_PANCREAS,,,Male,RIKEN,,,,,,CVCL_5146,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-001106,KOPN8,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330933.0,Female,DSMZ,0.0,-2.5621186244009264,,RPMI + 10% FBS,99.5,CVCL_1866,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",0.25,SIDM01034,1206.0,,blood,ALL,b_cell,
ACH-001107,KP1N,KP1N_PANCREAS,,1298216.0,Male,,,,,,,CVCL_3002,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",69,SIDM00583,228.0,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-001108,KP1NL,KP1NL_PANCREAS,,,Male,,,,,,,CVCL_3003,pancreas,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",69,,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-001109,KPMRTRY,KPMRTRY_SOFT_TISSUE,,,Male,Academic lab,,,,,,CVCL_7051,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-001111,L82,L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,0.0,-2.0479416489374267,not found,not found,74,CVCL_2098,pleural_effusion,,Lymphoma,T-cell,24,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001113,LC1SQSF,LC1SQSF_LUNG,LC-1F,,Male,RIKEN,,,,,,CVCL_5480,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69,SIDM01226,,,lung,NSCLC,NSCLC_squamous,
ACH-001118,M059J,M059J_CENTRAL_NERVOUS_SYSTEM,,949094.0,Male,,,,,,,CVCL_0400,central_nervous_system,,Brain Cancer,Glioma,,SIDM00659,2225.0,,central_nervous_system,glioma,,
ACH-001119,MAC2A,MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,0.0,-2.3651763670835586,not found,not found,72.5,CVCL_H637,skin,,Lymphoma,T-cell,47,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001121,MEC2,MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_1871,haematopoietic_and_lymphoid_tissue,,Lymphoma,B-cell,62,SIDM00827,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001122,MKL1,MKL1_SKIN,MKL-1,,Male,Academic lab,,,,,,CVCL_2600,lymph_node,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,,,,skin,merkel_cell_carcinoma,,
ACH-001123,MKL2,MKL2_SKIN,MKL-2,,Male,Academic lab,,,,,,CVCL_D027,skin,,Skin Cancer,Merkel Cell Carcinoma,,,,,skin,merkel_cell_carcinoma,,
ACH-001125,MOGGCCM,MOGGCCM_CENTRAL_NERVOUS_SYSTEM,,908144.0,Unknown,,,,,,,CVCL_2613,central_nervous_system,,Brain Cancer,Glioma,,SIDM00532,1383.0,,central_nervous_system,glioma,,
ACH-001126,MOGGUVW,MOGGUVW_CENTRAL_NERVOUS_SYSTEM,,908145.0,Male,,,,,,,CVCL_2614,central_nervous_system,,Brain Cancer,Glioma,,SIDM00504,1543.0,,central_nervous_system,glioma,,
ACH-001127,MOLT4,MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLT-4,905958.0,Male,ATCC,0.0,-0.08081855494976513,not found,not found,91,CVCL_0013,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",19,SIDM00145,2227.0,,blood,ALL,t_cell,
ACH-001128,MON,MON_SOFT_TISSUE,,,Male,Academic lab,,,,,,CVCL_M846,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-001129,MONOMAC1,MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-1.6908403551686146,,RPMI + 10% FBS + 2mM Glutamine + 1mM Sodium pyruvate + 0.1mM NEAA,46.6,CVCL_1425,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),64,SIDM01022,,,blood,AML,,
ACH-001130,MOTN1,MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,CVCL_2127,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,65,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001131,MSDASH1,MS1_SKIN,MS-1,753594.0,Unknown,Academic lab,,,,,,CVCL_E995,autonomic_ganglia,Metastasis,Skin Cancer,Merkel Cell Carcinoma,,SIDM00408,674.0,,skin,merkel_cell_carcinoma,,
ACH-001132,MTA,MTA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,,,,,,CVCL_3032,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001134,MYLA,MYLA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,Academic lab,2.0,-3.9157138531199513,not found,not found,89.3,,haematopoietic_and_lymphoid_tissue,,Lymphoma,T-cell,,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001136,NCIH187,NCIH187_LUNG,H187,688007.0,Male,ATCC,,,,,,CVCL_1501,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00767,1323.0,,lung,SCLC,,
ACH-001137,NCIH1993,NCIH1993_LUNG,H1933,908476.0,Female,Academic lab,,,,,,CVCL_1512,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00758,78.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-001138,NCIH2141,NCIH2141_LUNG,H2141,688014.0,Male,ATCC,,,,,,CVCL_1534,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),58,SIDM00699,1537.0,,lung,SCLC,,
ACH-001142,NHAHTDD,NHAHTDD_PRIMARY,,,Unknown,JCRB,,,,,,CVCL_WS73,central_nervous_system,,Engineered,,,,,,engineered_central_nervous_system,,,
ACH-001143,NKL,NKL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,,haematopoietic_and_lymphoid_tissue,,Lymphoma,,,,,,lymphocyte,lymphoma_unspecified,,
ACH-001144,OC315,OC315_OVARY,,,Female,ICLC,,,,,,,ovary,,Ovarian Cancer,"Adenocarcinoma, serous",49,,,,ovary,ovary_adenocarcinoma,serous,
ACH-001145,OC316,OC316_OVARY,,,Female,ICLC,2.0,-4.264973832265402,Adherent,RPMI 1640 + 5% FBS,84,CVCL_1618,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, serous",60,SIDM00219,,,ovary,ovary_adenocarcinoma,serous,
ACH-001146,OCILY10,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCI-LY10,,Female,,,,,,,CVCL_8795,lymph_node,,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),,,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001147,OCILY12,OCILY12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,,,,,,CVCL_8796,lymph_node,,Lymphoma,T-cell,,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001148,OCILY132,OCILY132_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,Academic lab,,,,,,CVCL_8797,bone_marrow,,Lymphoma,T-cell,,,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-001150,OUMS27,OUMS27_BONE,,,Male,HSRRB,,,,,,CVCL_3090,bone,Primary,Bone Cancer,Chondrosarcoma,,,,,bone,chondrosarcoma,,
ACH-001151,OVCAR5,OVCAR5_OVARY,,905969.0,Female,Academic lab,2.0,-6.3490897243739335,Adherent,RPMI + 5% FBS,83.5,CVCL_1628,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00091,1858.0,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-001162,PCM6,PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,RIKEN,,,,,,CVCL_4666,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,,,,,plasma_cell,multiple_myeloma,,
ACH-001163,CCLFPEDS0001T,PEDS005TSUSP_KIDNEY,,,Male,Cancer Cell Line Factory,2.0,-3.8820830466783214,not found,not found,89.8,,kidney,Metastasis,Kidney Cancer,Renal Medullary Carcinoma,,,,Adherent version of CCLFPEDS0001T,kidney,renal_cell_carcinoma,renal_medullary_carcinoma,
ACH-001164,CCLFPEDS0003T,CCLFPEDS0003T_SOFT_TISSUE,,,Unknown,Cancer Cell Line Factory,2.0,-2.790578773006001,not found,not found,39,,soft_tissue,,Sarcoma,Undifferentiated,,,,,soft_tissue,undifferentiated_sarcoma,,
ACH-001170,PETA,PETA_SKIN,,,Unknown,Academic lab,,,,,,CVCL_LC73,skin,,Skin Cancer,Merkel Cell Carcinoma,,,,,skin,merkel_cell_carcinoma,,
ACH-001171,PL45,PL45_PANCREAS,,,Male,ATCC,,,,,,CVCL_3567,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,SIDM01115,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-001172,R256,R256_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Academic lab,2.0,-5.38353328183357,not found,not found,79,,central_nervous_system,,Brain Cancer,Medulloblastoma,,,,,central_nervous_system,medulloblastoma,,
ACH-001173,R262,R262_CENTRAL_NERVOUS_SYSTEM,,,Unknown,Academic lab,2.0,-4.926996003178443,not found,not found,93,CVCL_VU83,central_nervous_system,,Brain Cancer,Medulloblastoma,,,,,central_nervous_system,medulloblastoma,,
ACH-001175,RCC4,RCC4_KIDNEY,,,Unknown,Academic lab,,,,,,CVCL_0498,kidney,,Kidney Cancer,"Renal Carcinoma, clear cell",,,,,kidney,renal_cell_carcinoma,clear_cell,
ACH-001182,RPMI6666,RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909701.0,Unknown,ATCC,,,,,,CVCL_1665,haematopoietic_and_lymphoid_tissue,,Unknown,,,SIDM00813,961.0,,unknown,,,
ACH-001183,RT11284,RT11284_URINARY_TRACT,,,Female,ECACC,2.0,-2.7666359740525595,not found,not found,62.4,CVCL_2714,urinary_tract,,Bladder Cancer,Carcinoma,,SIDM01202,,,urinary_tract,bladder_carcinoma,,
ACH-001184,SCMCRM2,SCMCRM2_SOFT_TISSUE,,,Female,Academic lab,2.0,-2.8693633832636274,Adherent,DMEM + 10% FBS,53.8,CVCL_A667,bone_marrow,Metastasis,Sarcoma,Rhabdomyosarcoma,11,,,,soft_tissue,rhabdomyosarcoma,,PAX3_FKHR
ACH-001187,SF8657,SF8657_SKIN,,,Male,,,,,,,CVCL_K085,skin,,Fibroblast,,63,,,,fibroblast,,,
ACH-001188,SHSY5Y,SHSY5Y_AUTONOMIC_GANGLIA,,,Female,ATCC,,,,,,CVCL_0019,bone_marrow,Metastasis,Neuroblastoma,,4,SIDM01236,,,peripheral_nervous_system,neuroblastoma,,MYCN_amp
ACH-001189,SJRH30,SJRH30_SOFT_TISSUE,,909716.0,Male,ATCC,,,,,,CVCL_0041,bone_marrow,Metastasis,Sarcoma,Rhabdomyosarcoma,17,SIDM01095,2260.0,,soft_tissue,rhabdomyosarcoma,,
ACH-001190,SKMEL2,SKMEL2_SKIN,,905955.0,Male,ATCC,2.0,-3.787826774524971,Adherent,EMEM + 10% FBS,73.9,CVCL_0069,skin,Metastasis,Skin Cancer,Melanoma,60,SIDM00082,1191.0,,skin,melanoma,,
ACH-001192,SKNEP1,SKNEP1_BONE,HTB-48,,Female,Academic lab,2.0,-3.3192371229619964,not found,not found,56.8,CVCL_0631,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00027,,,bone,Ewing_sarcoma,,EWS_FLI
ACH-001193,SKPNDW,SKPNDW_BONE,,909731.0,Male,Academic lab,2.0,-2.311089128134493,not found,not found,68.8,CVCL_1703,Embryonal,,Bone Cancer,Ewings Sarcoma,,SIDM01097,946.0,,bone,Ewing_sarcoma,,EWS_FLI
ACH-001194,SKRC31,SKRC31_KIDNEY,,,Unknown,Academic lab,1.0,-3.943150937629535,,,,CVCL_6186,lung,Metastasis,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-001196,SMSCTR,SMSCTR_SOFT_TISSUE,,,Male,Academic lab,2.0,-3.8770005495662994,Adherent,DMEM + 10% FBS,61.8,CVCL_A770,soft_tissue,,Sarcoma,"Rhabdomyosarcoma, embryonal",1,,,,soft_tissue,rhabdomyosarcoma,embryonal,
ACH-001197,SMZ1,SMZ1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SMZ-1,,Male,Academic lab,3.0,-2.760934286579624,not found,not found,76,CVCL_RL84,ascites,,Lymphoma,,,,,,lymphocyte,lymphoma_unspecified,,
ACH-001198,SNB19,SNB19_CENTRAL_NERVOUS_SYSTEM,SNB-19,,Male,DSMZ,,,,,,CVCL_0535,central_nervous_system,Primary,Brain Cancer,Glioblastoma,47,SIDM00109,,,central_nervous_system,glioma,glioblastoma,
ACH-001199,SNUC2B,SNUC2B_LARGE_INTESTINE,,909740.0,Female,Asterand,,,,,,CVCL_1710,large_intestine,,Colon/Colorectal Cancer,Adenocarcinoma,43,SIDM00781,37.0,,colorectal,colorectal_adenocarcinoma,,
ACH-001200,STM9101,STM9101_SOFT_TISSUE,,,Male,Academic lab,,,,,,CVCL_8000,lung,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-001201,SUMB002,SUMB002_CENTRAL_NERVOUS_SYSTEM,SUMB002,,Unknown,Academic lab,,,,,,CVCL_VU79,central_nervous_system,,Brain Cancer,Medulloblastoma,,,,,central_nervous_system,medulloblastoma,,
ACH-001203,SUPHD1,SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331039.0,Male,DSMZ,,,,,,CVCL_2208,pleural_effusion,,Lymphoma,"B-cell, Hodgkins",37,SIDM00422,1451.0,,lymphocyte,hodgkin_lymphoma,,
ACH-001205,TC32,TC32_BONE,,,Female,Academic lab,2.0,-2.061525985114105,not found,not found,57.7,CVCL_7151,bone,,Bone Cancer,Ewings Sarcoma,17,,,,bone,Ewing_sarcoma,,EWS_FLI
ACH-001206,TTC466,TCC466_BONE,,,Unknown,,,,,,,CVCL_A444,bone,,Bone Cancer,Ewings Sarcoma,,,,,bone,Ewing_sarcoma,,
ACH-001207,TIG3TD,TIG3TD_FIBROBLAST,,,Unknown,Academic lab,,,,,,CVCL_V617,fibroblast,,Fibroblast,Lung,,,,,fibroblast,fibroblast_lung,,
ACH-001208,TK10,TK10_KIDNEY,,905980.0,Male,,,,,,,CVCL_1773,kidney,,Kidney Cancer,,,SIDM00113,1401.0,,kidney,,,
ACH-001210,TTC1240,TTC1240_SOFT_TISSUE,,,Female,Academic lab,,,,,,CVCL_8002,central_nervous_system,Metastasis,Rhabdoid,Malignant Rhabdoid Tumor,,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-001211,TTC549,TTC549_SOFT_TISSUE,,,Female,Academic lab,2.0,-3.023630757344272,not found,not found,70.8,CVCL_8005,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-001212,TTC642,TTC642_SOFT_TISSUE,,,Female,Academic lab,2.0,-2.167466808321456,not found,not found,43.8,CVCL_8006,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-001214,U138MG,U138MG_CENTRAL_NERVOUS_SYSTEM,,,Male,ATCC,,,,,,CVCL_0020,central_nervous_system,,Brain Cancer,Glioma,50,SIDM01192,,,central_nervous_system,glioma,,
ACH-001224,UMRC2,UMRC2_KIDNEY,,,Unknown,,,,,,,CVCL_2739,kidney,,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-001225,UMRC6NEO,UMRC6_KIDNEY,,,Unknown,,,,,,,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,,kidney,renal_cell_carcinoma,,
ACH-001227,UPCISCC090,UPCISCC090_UPPER_AERODIGESTIVE_TRACT,"UPCISCC090, UPCI:SCC090,  UPCI-SCC-090",1299052.0,Male,DSMZ,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",44,SIDM00399,864.0,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-001228,UPCISCC152,UPCISCC152_UPPER_AERODIGESTIVE_TRACT,"UPCISCC152, UPCI:SCC152",,Male,Academic lab,2.0,-3.119290412696232,not found,not found,,CVCL_C058,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00398,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-001229,UPCISCC154,UPCISCC154_UPPER_AERODIGESTIVE_TRACT,"UPCISCC154, UPCI:SCC154",,Male,DSMZ,2.0,-3.8182422362047737,Adherent,MEM (with Earle's salts) + 10% FBS + 2 mM L-glutamine + non-essential amino acids,85.3,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",54,,,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-001230,UT7,UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,CVCL_2233,bone_marrow,,Leukemia,Acute Myelogenous Leukemia (AML),64,,,,blood,AML,,
ACH-001232,UW228,UW228_CENTRAL_NERVOUS_SYSTEM,,,Female,Academic lab,1.0,-4.502279252418917,not found,not found,87.7,CVCL_8585,central_nervous_system,,Brain Cancer,Medulloblastoma,,,,,central_nervous_system,medulloblastoma,,non_MYC
ACH-001233,VMRCLCD,VMRCLCD_LUNG,,713869.0,Male,HSRRB,,,,,,CVCL_1787,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00320,277.0,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-001234,VMRCLCP,VMRCLCP_LUNG,,,Unknown,HSRRB,,,,,,CVCL_1788,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,,,lung,NSCLC,NSCLC_squamous,
ACH-001239,WM2664,WM2664_SKIN,,,Female,ATCC,2.0,-4.261378299643877,Adherent,DMEM + 10% FBS,71.5,CVCL_2765,skin,Metastasis,Skin Cancer,Melanoma,58,SIDM00979,,,skin,melanoma,,
ACH-001249,YMB1,YMB1_BREAST,,,Female,HSRRB,,,,,,CVCL_2814,ascites,Metastasis,Breast Cancer,Carcinoma,63,SIDM01260,,,breast,breast_carcinoma,,
ACH-001270,127399,127399_SOFT_TISSUE,,,Unknown,Academic lab,0.0,-1.9226333696216096,not found,not found,48.1,CVCL_N588,soft_tissue,,Sarcoma,Synovial,,,,,soft_tissue,synovial_sarcoma,,
ACH-001272,FUJI,FUJI_SOFT_TISSUE,,,Female,Academic lab,,,,,,CVCL_D880,soft_tissue,,Sarcoma,Synovial,,,,,soft_tissue,synovial_sarcoma,,
ACH-001274,SW982,SW982_SOFT_TISSUE,,909759.0,Female,Academic lab,2.0,-3.0987939107618363,not found,not found,83,CVCL_1734,soft_tissue,,Sarcoma,Synovial,,SIDM01161,1560.0,,soft_tissue,synovial_sarcoma,,
ACH-001275,SYO1,SYO1_SOFT_TISSUE,,,Female,Academic lab,2.0,-2.9637007769697954,not found,not found,83.3,CVCL_7146,soft_tissue,,Sarcoma,Synovial,,,,,soft_tissue,synovial_sarcoma,,
ACH-001277,YAMATO,YAMATO_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-2.655143992941913,not found,not found,81,CVCL_6C44,soft_tissue,Metastasis,Sarcoma,Synovial,,,,,soft_tissue,synovial_sarcoma,,
ACH-001278,BIN67,BIN67_OVARY,,,Female,Academic lab,2.0,-3.738484567412136,not found,not found,43,CVCL_S987,bone,Metastasis,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),,,,,ovary,SCCOHT,,
ACH-001279,SCCOHT1,SCCOHT1_OVARY,,,Unknown,Academic lab,2.0,-3.5524570097002566,not found,not found,41,CVCL_VU69,ovary,,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),,,,,ovary,SCCOHT,,
ACH-001280,SCS214,SCS214_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-2.5726612924132053,not found,not found,47.2,CVCL_WU91,soft_tissue,,Sarcoma,Synovial,,,,,soft_tissue,synovial_sarcoma,,
ACH-001282,CHLA258,CHLA258_BONE,,,Female,Children's Oncology Group,,,,,,CVCL_A058,bone,,Bone Cancer,Ewings Sarcoma,,,,,bone,Ewing_sarcoma,,EWS_FLI
ACH-001283,TC106,TC106_BONE,,,Male,Academic lab,2.0,-4.224490127601297,not found,not found,60.2,CVCL_F531,skin,Metastasis,Bone Cancer,Ewings Sarcoma,19,,,,bone,Ewing_sarcoma,,EWS_ERG
ACH-001289,COGAR359,COGAR359_SOFT_TISSUE,,,Male,Children's Oncology Group,2.0,-3.711173778367704,Suspension,IMDM + 20% FBS + 4mM L-glut + 1x ITS,81.7,CVCL_RS25,central_nervous_system,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),,,,,soft_tissue,ATRT,,
ACH-001295,Y79,Y79_AUTONOMIC_GANGLIA,,,Female,ATCC,2.0,-3.2464481777817933,Suspension,RPMI 1640 + 20% FBS,77.1,CVCL_1893,eye,,Eye Cancer,Retinoblastoma,2.5,,,,eye,retinoblastoma,,
ACH-001300,CHLA15,CHLA15_AUTONOMIC_GANGLIA,,,Female,Children's Oncology Group,2.0,-2.7733263830646098,not found,not found,91,CVCL_6594,autonomic_ganglia,,Neuroblastoma,,1.5,,,,peripheral_nervous_system,neuroblastoma,,
ACH-001301,COGN278,COGN278_AUTONOMIC_GANGLIA,,,Unknown,Children's Oncology Group,2.0,-2.539240622287743,not found,not found,66.9,CVCL_AX49,autonomic_ganglia,,Neuroblastoma,,,,,,peripheral_nervous_system,neuroblastoma,,MYCN_amp
ACH-001302,COGN305,COGN305_AUTONOMIC_GANGLIA,,,Unknown,Children's Oncology Group,2.0,-2.094539052100264,not found,not found,83.5,CVCL_AX42,autonomic_ganglia,,Neuroblastoma,,,,,,peripheral_nervous_system,neuroblastoma,,MYCN_amp
ACH-001303,NB1643,NB1643_AUTONOMIC_GANGLIA,,,Male,Academic lab,2.0,-1.968332848079377,not found,not found,38.8,CVCL_5627,abdomen,,Neuroblastoma,,3,,,,peripheral_nervous_system,neuroblastoma,,MYCN_amp
ACH-001306,8305C,8305C_THYROID,,906795.0,Female,DSMZ,2.0,-4.778517796582546,Adherent,RPMI + 15% FBS,91.4,CVCL_1053,thyroid,Primary,Thyroid Cancer,Carcinoma,67,SIDM00997,433.0,,thyroid,thyroid_carcinoma,,
ACH-001307,8505C,8505C_THYROID,,924102.0,Female,HSRRB,,,,,,CVCL_1054,thyroid,Primary,Thyroid Cancer,Carcinoma,78,SIDM00996,868.0,,thyroid,thyroid_carcinoma,,
ACH-001310,HA1E,HA1E_KIDNEY,,,Unknown,,2.0,-3.4482370202186163,,,,CVCL_VU89,kidney,,Engineered,,,,,SV40+TERT immortalized kidney cell line,engineered_kidney,,,
ACH-001318,PLCPRF5,PLCPRF5_LIVER,,,Male,ATCC,2.0,-3.718228682602154,Adherent,DMEM + 10% FBS,84.3,CVCL_0485,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,24,,,,liver,hepatocellular_carcinoma,,
